"";"clave";"cod_municipio";"municipio";"anio";"fecha";"mes";"dia_semana";"rango_hora";"edad";"sexo";"escolaridad";"estado_civil";"mecanismo_causal";"agresor";"circunstancia";"deficit_cuantitativo";"deficit_cualitativo";"deficit_habitacional";"valor_agregado_2019";"valor_agregado_2020";"total_hombres";"total_mujeres";"total_poblacion";"porcentaje_pobl_hombres";"porcentaje_pobl_mujeres";"energia_electrica";"internet";"pobreza_multi_2018";"analfabetismo";"bajo_logro_educativo";"trabajo_informal"
"645";"08001:2020";"08001";"barranquilla";"2020";"2020-03-19";"3";"4";"2";"19.000";"hombre";"1";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"646";"08001:2020";"08001";"barranquilla";"2020";"2020-03-19";"3";"4";"3";"18.000";"hombre";NA;"1";"proyectil de arma de fuego";"conocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"647";"08001:2020";"08001";"barranquilla";"2020";"2020-03-19";"3";"4";"3";"17.000";"hombre";NA;"2";"proyectil de arma de fuego";"conocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"648";"08001:2020";"08001";"barranquilla";"2020";"2020-03-19";"3";"4";"3";"58.000";"hombre";NA;"1";"proyectil de arma de fuego";"conocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"649";"08758:2020";"08758";"soledad";"2020";"2020-03-20";"3";"5";"4";"26.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"650";"08001:2020";"08001";"barranquilla";"2020";"2020-03-21";"3";"6";"3";"45.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"651";"08001:2020";"08001";"barranquilla";"2020";"2020-03-21";"3";"6";"4";"21.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"652";"08001:2020";"08001";"barranquilla";"2020";"2020-03-22";"3";"7";"4";"39.000";"mujer";"2";"2";"proyectil de arma de fuego";"conocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"653";"08001:2020";"08001";"barranquilla";"2020";"2020-03-22";"3";"7";"4";"18.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"654";"08520:2020";"08520";"palmar de varela";"2020";"2020-03-15";"3";"7";"2";"34.000";"hombre";"2";"1";"corto punzante";"agresor desconocido";"rina";"16.65";"58.74";"75.39";" 0.4357280";" 0.4624403";" 34490";" 15008";"  30094";"50.12959";"49.87041";"0.9719219";"0.091";"36.0";"13.9";"48.6";"86.7"
"655";"08001:2020";"08001";"barranquilla";"2020";"2020-03-23";"3";"1";"3";"78.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"656";"08638:2020";"08638";"sabanalarga";"2020";"2020-03-23";"3";"1";"2";"24.000";"hombre";NA;NA;"proyectil de arma de fuego";"conocido";"rina";"11.38";"46.86";"58.24";" 1.9391059";" 1.9309815";" 34490";" 48897";"  97005";"49.59332";"50.40668";"0.9619442";"0.143";"36.5";"19.4";"46.7";"89.6"
"657";"08078:2020";"08078";"baranoa";"2020";"2020-03-14";"3";"6";"4";"51.000";"hombre";NA;NA;"corto punzante";"agresor desconocido";"rina";"10.87";"66.38";"77.25";" 1.8547909";" 1.6760275";" 32399";" 32550";"  64949";"49.88375";"50.11625";"0.9846988";"0.161";"33.5";"11.2";"42.8";"87.6"
"658";"08001:2020";"08001";"barranquilla";"2020";"2020-03-29";"3";"7";"3";"21.000";"hombre";NA;NA;"proyectil de arma de fuego";"miembros de las fuerzas armadas, de policia, policia judicial y servicios de inteligencia";"intervencion_estado";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"659";"08001:2020";"08001";"barranquilla";"2020";"2020-03-30";"3";"1";"4";"19.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"660";"08758:2020";"08758";"soledad";"2020";"2020-03-31";"3";"2";"3";"20.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"661";"08001:2020";"08001";"barranquilla";"2020";"2020-03-30";"3";"1";"3";"20.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"delincuencia_comun";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"662";"08433:2020";"08433";"malambo";"2020";"2020-04-03";"4";"5";"4";"38.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"663";"08001:2020";"08001";"barranquilla";"2020";"2020-04-04";"4";"6";"3";"17.000";"hombre";NA;NA;"proyectil de arma de fuego";"miembro de un grupo de la delincuencia organizada";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"664";"08758:2020";"08758";"soledad";"2020";"2020-04-04";"4";"6";"3";"54.000";"mujer";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"665";"08001:2020";"08001";"barranquilla";"2020";"2020-04-05";"4";"7";"1";"59.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"666";"08001:2020";"08001";"barranquilla";"2020";"2020-04-05";"4";"7";"1";"57.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"667";"08758:2020";"08758";"soledad";"2020";"2020-04-06";"4";"1";"1";"38.000";"hombre";"2";"2";"corto punzante";"agresor desconocido";"otra";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"668";"08001:2020";"08001";"barranquilla";"2020";"2020-04-06";"4";"1";"4";"29.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"669";"08758:2020";"08758";"soledad";"2020";"2020-04-08";"4";"3";"4";"20.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"670";"08421:2020";"08421";"luruaco";"2020";"2020-04-09";"4";"4";"2";"45.000";"hombre";NA;"2";"proyectil de arma de fuego";"miembros de las fuerzas armadas, de policia, policia judicial y servicios de inteligencia";"intervencion_estado";"10.57";"76.87";"87.44";" 0.4541158";" 0.4811839";" 34490";" 14719";"  29348";"49.84667";"50.15333";"0.9764545";"0.139";"55.4";"25.8";"65.7";"93.2"
"671";"08433:2020";"08433";"malambo";"2020";"2020-04-05";"4";"7";NA;"34.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"672";"08001:2020";"08001";"barranquilla";"2020";"2020-04-11";"4";"6";NA;"20.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"673";"08758:2020";"08758";"soledad";"2020";"2020-04-12";"4";"7";NA;"31.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"674";"08001:2020";"08001";"barranquilla";"2020";"2020-04-14";"4";"2";NA;"52.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"675";"08001:2020";"08001";"barranquilla";"2020";"2020-04-15";"4";"3";NA;"47.000";"hombre";NA;"2";"corto punzante";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"676";"08001:2020";"08001";"barranquilla";"2020";"2020-04-16";"4";"4";NA;"33.000";"hombre";NA;"2";"corto punzante";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"677";"08001:2020";"08001";"barranquilla";"2020";"2020-04-18";"4";"6";NA;"31.000";"hombre";"1";"1";"corto punzante";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"678";"08001:2020";"08001";"barranquilla";"2020";"2020-04-19";"4";"7";NA;"35.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"679";"08558:2020";"08558";"polonuevo";"2020";"2020-04-21";"4";"2";NA;"67.000";"hombre";NA;"1";"corto contundente";"familiar";"violencia_intrafamiliar";"16.78";"50.31";"67.09";" 0.3764655";" 0.4114766";" 34490";"  9377";"  18941";"50.49364";"49.50636";"0.9776942";"0.036";"30.5";"13.6";"47.7";"85.3"
"680";"08001:2020";"08001";"barranquilla";"2020";"2020-04-21";"4";"2";NA;"42.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"681";"08758:2020";"08758";"soledad";"2020";"2020-04-22";"4";"3";NA;"25.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"682";"08001:2020";"08001";"barranquilla";"2020";"2020-04-23";"4";"4";NA;"66.000";"hombre";"1";"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"683";"08001:2020";"08001";"barranquilla";"2020";"2020-04-24";"4";"5";NA;"17.000";"hombre";NA;NA;"proyectil de arma de fuego";"miembros de las fuerzas armadas, de policia, policia judicial y servicios de inteligencia";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"684";"08001:2020";"08001";"barranquilla";"2020";"2020-04-24";"4";"5";NA;"31.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"685";"08001:2020";"08001";"barranquilla";"2020";"2020-04-24";"4";"5";NA;"34.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"686";"08001:2020";"08001";"barranquilla";"2020";"2020-04-25";"4";"6";NA;"55.000";"hombre";"2";"1";"corto punzante";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"687";"08001:2020";"08001";"barranquilla";"2020";"2020-04-28";"4";"2";NA;"25.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"688";"08433:2020";"08433";"malambo";"2020";"2020-04-29";"4";"3";NA;"26.000";"hombre";"1";"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"689";"08001:2020";"08001";"barranquilla";"2020";"2020-04-30";"4";"4";NA;"44.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"690";"08001:2020";"08001";"barranquilla";"2020";"2020-04-27";"4";"1";NA;"44.000";"hombre";"2";"2";"corto punzante";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"691";"08001:2020";"08001";"barranquilla";"2020";"2020-05-03";"5";"7";"4";"35.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"692";"08758:2020";"08758";"soledad";"2020";"2020-05-05";"5";"2";"4";"50.000";"hombre";"1";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"693";"08001:2020";"08001";"barranquilla";"2020";"2020-05-01";"5";"5";"4";"23.000";"hombre";"1";"1";"proyectil de arma de fuego";"conocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"694";"08758:2020";"08758";"soledad";"2020";"2020-05-07";"5";"4";"2";"22.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"delincuencia_comun";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"695";"08001:2020";"08001";"barranquilla";"2020";"2020-05-07";"5";"4";"4";"18.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"696";"08001:2020";"08001";"barranquilla";"2020";"2020-05-08";"5";"5";"2";"32.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"697";"08606:2020";"08606";"repelon";"2020";"2020-04-27";"4";"1";NA;"44.000";"hombre";"1";"2";"proyectil de arma de fuego";"agresor desconocido";"otra";"10.53";"84.41";"94.94";" 0.4531772";" 0.5031398";" 34490";" 13632";"  27249";"49.97248";"50.02752";"0.9917655";"0.084";"54.6";"24.6";"66.0";"90.9"
"698";"08758:2020";"08758";"soledad";"2020";"2020-05-08";"5";"5";"2";"31.000";"hombre";"1";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"699";"08296:2020";"08296";"galapa";"2020";"2020-05-08";"5";"5";"4";"30.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 9.72";"30.49";"40.21";" 2.1729800";" 2.2688544";" 34490";" 32020";"  64260";"50.17118";"49.82882";"0.9916005";"0.293";"23.8";" 8.1";"40.1";"85.0"
"700";"08001:2020";"08001";"barranquilla";"2020";"2020-05-08";"5";"5";"4";"20.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"701";"08638:2020";"08638";"sabanalarga";"2020";"2020-05-09";"5";"6";"2";"20.000";"hombre";NA;"2";"corto punzante";"agresor desconocido";"rina";"11.38";"46.86";"58.24";" 1.9391059";" 1.9309815";" 34490";" 48897";"  97005";"49.59332";"50.40668";"0.9619442";"0.143";"36.5";"19.4";"46.7";"89.6"
"702";"08758:2020";"08758";"soledad";"2020";"2020-05-10";"5";"7";"3";"26.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"703";"08001:2020";"08001";"barranquilla";"2020";"2020-05-10";"5";"7";"4";"34.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"704";"08001:2020";"08001";"barranquilla";"2020";"2020-05-11";"5";"1";"1";"51.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"705";"08001:2020";"08001";"barranquilla";"2020";"2020-05-10";"5";"7";"4";"25.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"706";"08001:2020";"08001";"barranquilla";"2020";"2020-05-11";"5";"1";"1";"24.000";"hombre";"1";"1";"corto punzante";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"707";"08638:2020";"08638";"sabanalarga";"2020";"2020-05-11";"5";"1";"2";"62.000";"hombre";NA;"1";"contundente";"agresor desconocido";"rina";"11.38";"46.86";"58.24";" 1.9391059";" 1.9309815";" 34490";" 48897";"  97005";"49.59332";"50.40668";"0.9619442";"0.143";"36.5";"19.4";"46.7";"89.6"
"708";"08685:2020";"08685";"santo tomas";"2020";"2020-05-12";"5";"2";"1";"67.000";"mujer";"3";"2";"corto punzante";"agresor desconocido";"delincuencia_comun";"12.09";"30.84";"42.93";" 0.5830538";" 0.6249853";" 34490";" 15696";"  31027";"49.41180";"50.58820";"0.9808161";"0.181";"25.8";"13.6";"41.7";"85.5"
"709";"08001:2020";"08001";"barranquilla";"2020";"2020-05-12";"5";"2";"4";"36.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"710";"08001:2020";"08001";"barranquilla";"2020";"2020-04-02";"4";"4";NA;"18.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"otra";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"711";"08758:2020";"08758";"soledad";"2020";"2020-05-11";"5";"1";"4";"24.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"712";"08001:2020";"08001";"barranquilla";"2020";"2020-05-12";"5";"2";"3";"29.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
