"";"clave";"cod_municipio";"municipio";"anio";"fecha";"mes";"dia_semana";"rango_hora";"edad";"sexo";"escolaridad";"estado_civil";"mecanismo_causal";"agresor";"circunstancia";"deficit_cuantitativo";"deficit_cualitativo";"deficit_habitacional";"valor_agregado_2019";"valor_agregado_2020";"total_hombres";"total_mujeres";"total_poblacion";"porcentaje_pobl_hombres";"porcentaje_pobl_mujeres";"energia_electrica";"internet";"pobreza_multi_2018";"analfabetismo";"bajo_logro_educativo";"trabajo_informal"
"1789";"08001:2021";"08001";"barranquilla";"2021";"2021-12-25";"12";"6";NA;"26.000";"hombre";"2";"2";"corto punzante";"sin informacion";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1790";"08758:2021";"08758";"soledad";"2021";"2021-12-25";"12";"6";NA;"57.000";"hombre";NA;NA;"proyectil de arma de fuego";"companero (a)  permanente";"violencia_intrafamiliar";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1791";"08001:2021";"08001";"barranquilla";"2021";"2021-12-25";"12";"6";NA;"43.000";"hombre";NA;NA;"proyectil de arma de fuego";"sin informacion";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1792";"08001:2021";"08001";"barranquilla";"2021";"2021-12-26";"12";"7";NA;"26.000";"mujer";"2";NA;"estrangulamiento";"sin informacion";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1793";"08001:2021";"08001";"barranquilla";"2021";"2021-12-26";"12";"7";NA;"23.000";"hombre";"2";NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1794";"08001:2021";"08001";"barranquilla";"2021";"2021-12-27";"12";"1";NA;"31.000";"hombre";NA;"2";"proyectil de arma de fuego";"sin informacion";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1795";"08001:2021";"08001";"barranquilla";"2021";"2021-12-26";"12";"7";NA;"14.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1796";"08001:2021";"08001";"barranquilla";"2021";"2021-12-21";"12";"2";NA;"78.000";"hombre";"2";"1";"proyectil de arma de fuego";"sin informacion";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1797";"08758:2021";"08758";"soledad";"2021";"2021-12-28";"12";"2";NA;"21.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1798";"08758:2021";"08758";"soledad";"2021";"2021-12-28";"12";"2";NA;"25.000";"hombre";"2";"2";"proyectil de arma de fuego";"sin informacion";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1799";"08758:2021";"08758";"soledad";"2021";"2021-12-29";"12";"3";NA;"47.000";"mujer";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1800";"08758:2021";"08758";"soledad";"2021";"2021-12-29";"12";"3";NA;"27.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1801";"08001:2021";"08001";"barranquilla";"2021";"2021-12-30";"12";"4";NA;"24.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1802";"08001:2021";"08001";"barranquilla";"2021";"2021-12-19";"12";"7";NA;"23.000";"hombre";"1";NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1803";"08001:2021";"08001";"barranquilla";"2021";"2021-12-30";"12";"4";NA;"32.000";"hombre";"2";NA;"contundente";"sin informacion";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1804";"08296:2021";"08296";"galapa";"2021";"2021-12-31";"12";"5";NA;"23.000";"hombre";NA;NA;"corto contundente";"sin informacion";"sin informacion";" 9.72";"30.49";"40.21";" 2.1729800";" 2.2688544";" 34490";" 32020";"  64260";"50.17118";"49.82882";"0.9916005";"0.293";"23.8";" 8.1";"40.1";"85.0"
"1805";"08638:2021";"08638";"sabanalarga";"2021";"2021-12-31";"12";"5";NA;"46.000";"mujer";NA;NA;"corto contundente";"sin informacion";"sin informacion";"11.38";"46.86";"58.24";" 1.9391059";" 1.9309815";" 34490";" 48897";"  97005";"49.59332";"50.40668";"0.9619442";"0.143";"36.5";"19.4";"46.7";"89.6"
"1806";"08634:2022";"08634";"sabanagrande";"2022";"2022-01-22";"1";"6";"3";"41.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";"11.27";"31.24";"42.50";" 0.6558123";" 0.7002683";" 34490";" 17002";"  33858";"49.78439";"50.21561";"0.9866329";"0.121";"31.9";"14.9";"46.7";"86.2"
"1807";"08520:2022";"08520";"palmar de varela";"2022";"2022-02-05";"2";"6";"4";"17.000";"hombre";NA;NA;"cortopunzante";"agresor desconocido";"ajuste de cuentas";"16.65";"58.74";"75.39";" 0.4357280";" 0.4624403";" 34490";" 15008";"  30094";"50.12959";"49.87041";"0.9719219";"0.091";"36.0";"13.9";"48.6";"86.7"
"1808";"08078:2022";"08078";"baranoa";"2022";"2022-02-20";"2";"7";"1";"27.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";"10.87";"66.38";"77.25";" 1.8547909";" 1.6760275";" 32399";" 32550";"  64949";"49.88375";"50.11625";"0.9846988";"0.161";"33.5";"11.2";"42.8";"87.6"
"1809";"08372:2022";"08372";"juan de acosta";"2022";"2022-02-25";"2";"5";"2";"38.000";"hombre";NA;NA;"proyectil de arma de fuego";"sin informacion";"sin informacion";"10.68";"84.80";"95.48";" 0.4108385";" 0.4473230";" 34490";" 10616";"  21971";"51.68176";"48.31824";"0.9736239";"0.033";"36.7";"17.8";"53.6";"91.2"
"1810";"08421:2022";"08421";"luruaco";"2022";"2022-02-26";"2";"6";"3";"25.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"sin informacion";"10.57";"76.87";"87.44";" 0.4541158";" 0.4811839";" 34490";" 14719";"  29348";"49.84667";"50.15333";"0.9764545";"0.139";"55.4";"25.8";"65.7";"93.2"
"1811";"08770:2022";"08770";"suan";"2022";"2022-02-27";"2";"7";"1";"40.000";"hombre";"2";"1";"cortopunzante";"amigo (a)";"rina";"16.28";"47.72";"64.01";" 0.1903828";" 0.2023835";" 34490";"  6272";"  12282";"48.93340";"51.06660";"0.9485597";"0.115";"43.8";"21.5";"56.6";"91.2"
"1812";"08832:2022";"08832";"tubara";"2022";"2022-02-28";"2";"1";"2";"35.000";"mujer";"3";"1";"generadores de asfixia";"amigo (a)";"delincuencia_comun";"16.43";"58.82";"75.26";" 0.3483953";" 0.3394121";" 34490";"  8785";"  18190";"51.70423";"48.29577";"0.9178221";"0.034";"32.8";"18.8";"54.2";"83.2"
"1813";"08685:2022";"08685";"santo tomas";"2022";"2022-03-02";"3";"3";"3";"29.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";"12.09";"30.84";"42.93";" 0.5830538";" 0.6249853";" 34490";" 15696";"  31027";"49.41180";"50.58820";"0.9808161";"0.181";"25.8";"13.6";"41.7";"85.5"
"1814";"08758:2022";"08758";"soledad";"2022";"2022-03-08";"3";"2";"3";"23.000";"hombre";NA;NA;"cortocontundente";"agresor desconocido";"sin informacion";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1815";"08436:2022";"08436";"manati";"2022";"2022-03-12";"3";"6";"4";"34.000";"hombre";NA;NA;"cortopunzante";"agresor desconocido";"rina";"17.13";"55.50";"72.63";" 0.3970946";" 0.3930724";" 34490";" 10147";"  20698";"50.97594";"49.02406";"0.9627093";"0.010";"48.4";"24.4";"59.9";"92.3"
"1816";"08638:2022";"08638";"sabanalarga";"2022";"2022-03-26";"3";"6";"3";"33.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";"11.38";"46.86";"58.24";" 1.9391059";" 1.9309815";" 34490";" 48897";"  97005";"49.59332";"50.40668";"0.9619442";"0.143";"36.5";"19.4";"46.7";"89.6"
"1817";"08638:2022";"08638";"sabanalarga";"2022";"2022-03-26";"3";"6";"4";"24.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";"11.38";"46.86";"58.24";" 1.9391059";" 1.9309815";" 34490";" 48897";"  97005";"49.59332";"50.40668";"0.9619442";"0.143";"36.5";"19.4";"46.7";"89.6"
"1818";"08560:2022";"08560";"ponedera";"2022";"2022-03-28";"3";"1";"1";"62.000";"hombre";NA;NA;"contundente";"agresor desconocido";"rina";"17.68";"56.79";"74.46";" 0.4323798";" 0.4603456";" 34490";" 12217";"  24877";"50.89038";"49.10962";"0.9625528";"0.206";"46.7";"28.7";"65.4";"90.0"
"1819";"08560:2022";"08560";"ponedera";"2022";"2022-03-28";"3";"1";"2";"27.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";"17.68";"56.79";"74.46";" 0.4323798";" 0.4603456";" 34490";" 12217";"  24877";"50.89038";"49.10962";"0.9625528";"0.206";"46.7";"28.7";"65.4";"90.0"
"1820";"08372:2022";"08372";"juan de acosta";"2022";"2022-03-31";"3";"4";"4";"64.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";"10.68";"84.80";"95.48";" 0.4108385";" 0.4473230";" 34490";" 10616";"  21971";"51.68176";"48.31824";"0.9736239";"0.033";"36.7";"17.8";"53.6";"91.2"
"1821";"08436:2022";"08436";"manati";"2022";"2022-04-05";"4";"2";"4";"25.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";"17.13";"55.50";"72.63";" 0.3970946";" 0.3930724";" 34490";" 10147";"  20698";"50.97594";"49.02406";"0.9627093";"0.010";"48.4";"24.4";"59.9";"92.3"
"1822";"08001:2022";"08001";"barranquilla";"2022";"2022-04-20";"4";"3";"2";"78.000";"hombre";NA;NA;"contundente";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1823";"08296:2022";"08296";"galapa";"2022";"2022-04-01";"4";"5";"2";"38.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"delincuencia_comun";" 9.72";"30.49";"40.21";" 2.1729800";" 2.2688544";" 34490";" 32020";"  64260";"50.17118";"49.82882";"0.9916005";"0.293";"23.8";" 8.1";"40.1";"85.0"
"1824";"08560:2022";"08560";"ponedera";"2022";"2022-04-25";"4";"1";"1";"18.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";"17.68";"56.79";"74.46";" 0.4323798";" 0.4603456";" 34490";" 12217";"  24877";"50.89038";"49.10962";"0.9625528";"0.206";"46.7";"28.7";"65.4";"90.0"
"1825";"08849:2022";"08849";"usiacuri";"2022";"2022-04-27";"4";"3";"3";"22.000";"hombre";"2";"1";"proyectil de arma de fuego";"policia";"delincuencia_comun";"20.06";"57.18";"77.24";" 0.2020786";" 0.2066678";" 34490";"  6215";"  12743";"51.22813";"48.77187";"0.9523810";"0.010";"32.7";"16.3";"52.4";"85.0"
"1826";"08141:2022";"08141";"candelaria";"2022";"2022-05-30";"5";"1";NA;"30.000";"hombre";NA;"1";"cortopunzante";"hermano (a)";"violencia_intrafamiliar";"14.16";"61.91";"76.07";" 0.2447163";" 0.2586501";" 34490";"  8180";"  16648";"50.86497";"49.13503";"0.9661621";"0.005";"52.0";"34.9";"71.1";"94.0"
"1827";"08638:2022";"08638";"sabanalarga";"2022";"2022-06-05";"6";"7";NA;"31.000";"hombre";NA;NA;"proyectil de arma de fuego";"sin informacion";"sin informacion";"11.38";"46.86";"58.24";" 1.9391059";" 1.9309815";" 34490";" 48897";"  97005";"49.59332";"50.40668";"0.9619442";"0.143";"36.5";"19.4";"46.7";"89.6"
"1828";"08634:2022";"08634";"sabanagrande";"2022";"2022-06-15";"6";"3";NA;"30.000";"hombre";NA;"1";"proyectil de arma de fuego";"sin informacion";"sin informacion";"11.27";"31.24";"42.50";" 0.6558123";" 0.7002683";" 34490";" 17002";"  33858";"49.78439";"50.21561";"0.9866329";"0.121";"31.9";"14.9";"46.7";"86.2"
"1829";"08560:2022";"08560";"ponedera";"2022";"2022-06-20";"6";"1";NA;"54.000";"hombre";"1";"2";"cortopunzante";"amigo (a)";"rina";"17.68";"56.79";"74.46";" 0.4323798";" 0.4603456";" 34490";" 12217";"  24877";"50.89038";"49.10962";"0.9625528";"0.206";"46.7";"28.7";"65.4";"90.0"
"1830";"08638:2022";"08638";"sabanalarga";"2022";"2022-07-05";"7";"2";NA;"20.000";"mujer";NA;"1";"proyectil de arma de fuego";"sin informacion";"sin informacion";"11.38";"46.86";"58.24";" 1.9391059";" 1.9309815";" 34490";" 48897";"  97005";"49.59332";"50.40668";"0.9619442";"0.143";"36.5";"19.4";"46.7";"89.6"
"1831";"08770:2022";"08770";"suan";"2022";"2022-07-18";"7";"1";NA;"56.000";"hombre";NA;"1";"contundente";"sin informacion";"sin informacion";"16.28";"47.72";"64.01";" 0.1903828";" 0.2023835";" 34490";"  6272";"  12282";"48.93340";"51.06660";"0.9485597";"0.115";"43.8";"21.5";"56.6";"91.2"
"1832";"08372:2022";"08372";"juan de acosta";"2022";"2022-07-27";"7";"3";NA;"25.000";"hombre";NA;"1";"proyectil de arma de fuego";"sin informacion";"sin informacion";"10.68";"84.80";"95.48";" 0.4108385";" 0.4473230";" 34490";" 10616";"  21971";"51.68176";"48.31824";"0.9736239";"0.033";"36.7";"17.8";"53.6";"91.2"
"1833";"08634:2022";"08634";"sabanagrande";"2022";"2022-08-08";"8";"1";NA;"34.000";"hombre";"1";"1";"cortopunzante";"sin informacion";"rina";"11.27";"31.24";"42.50";" 0.6558123";" 0.7002683";" 34490";" 17002";"  33858";"49.78439";"50.21561";"0.9866329";"0.121";"31.9";"14.9";"46.7";"86.2"
"1834";"08832:2022";"08832";"tubara";"2022";"2022-08-13";"8";"6";NA;"66.000";"hombre";NA;NA;"proyectil de arma de fuego";"sin informacion";"sin informacion";"16.43";"58.82";"75.26";" 0.3483953";" 0.3394121";" 34490";"  8785";"  18190";"51.70423";"48.29577";"0.9178221";"0.034";"32.8";"18.8";"54.2";"83.2"
"1835";"08832:2022";"08832";"tubara";"2022";"2022-08-13";"8";"6";NA;"69.000";"hombre";NA;NA;"proyectil de arma de fuego";"sin informacion";"sin informacion";"16.43";"58.82";"75.26";" 0.3483953";" 0.3394121";" 34490";"  8785";"  18190";"51.70423";"48.29577";"0.9178221";"0.034";"32.8";"18.8";"54.2";"83.2"
"1836";"08638:2022";"08638";"sabanalarga";"2022";"2022-08-26";"8";"5";NA;"23.000";"hombre";NA;NA;"proyectil de arma de fuego";"sin informacion";"sin informacion";"11.38";"46.86";"58.24";" 1.9391059";" 1.9309815";" 34490";" 48897";"  97005";"49.59332";"50.40668";"0.9619442";"0.143";"36.5";"19.4";"46.7";"89.6"
"1837";"08638:2022";"08638";"sabanalarga";"2022";"2022-08-31";"8";"3";NA;"40.000";"hombre";"2";"1";"proyectil de arma de fuego";"sin informacion";"delincuencia_comun";"11.38";"46.86";"58.24";" 1.9391059";" 1.9309815";" 34490";" 48897";"  97005";"49.59332";"50.40668";"0.9619442";"0.143";"36.5";"19.4";"46.7";"89.6"
"1838";"08001:2022";"08001";"barranquilla";"2022";"2022-01-01";"1";"6";"1";"33.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1839";"08001:2022";"08001";"barranquilla";"2022";"2022-01-01";"1";"6";"1";"27.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1840";"08001:2022";"08001";"barranquilla";"2022";"2022-01-01";"1";"6";"2";"18.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1841";"08001:2022";"08001";"barranquilla";"2022";"2022-01-01";"1";"6";"3";"35.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"delincuencia_comun";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1842";"08758:2022";"08758";"soledad";"2022";"2022-01-05";"1";"3";"1";"38.000";"hombre";"1";NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1843";"08001:2022";"08001";"barranquilla";"2022";"2022-01-05";"1";"3";"3";"42.000";"mujer";"1";"2";"proyectil de arma de fuego";"companero (a)  permanente";"violencia_intrafamiliar";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1844";"08001:2022";"08001";"barranquilla";"2022";"2022-01-07";"1";"5";NA;"25.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1845";"08573:2022";"08573";"puerto colombia";"2022";"2022-01-07";"1";"5";NA;"65.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 7.31";"29.81";"37.11";" 1.3921859";" 1.3072341";" 34490";" 26519";"  51695";"48.70103";"51.29897";"0.9878822";"0.595";"14.4";" 5.2";"23.4";"80.7"
"1846";"08001:2022";"08001";"barranquilla";"2022";"2022-01-08";"1";"6";NA;"25.000";"hombre";"2";"1";"proyectil de arma de fuego";"sin informacion";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1847";"08421:2022";"08421";"luruaco";"2022";"2022-01-01";"1";"6";"3";"63.000";"hombre";"3";"1";"contundente";"agresor desconocido";"rina";"10.57";"76.87";"87.44";" 0.4541158";" 0.4811839";" 34490";" 14719";"  29348";"49.84667";"50.15333";"0.9764545";"0.139";"55.4";"25.8";"65.7";"93.2"
"1848";"08001:2022";"08001";"barranquilla";"2022";"2022-01-09";"1";"7";"1";"23.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1849";"08433:2022";"08433";"malambo";"2022";"2022-01-09";"1";"7";"3";"15.000";"mujer";NA;"2";"proyectil de arma de fuego";"novio (a)";"violencia_intrafamiliar";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1850";"08758:2022";"08758";"soledad";"2022";"2022-01-09";"1";"7";"4";"30.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1851";"08758:2022";"08758";"soledad";"2022";"2022-01-09";"1";"7";"3";"26.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1852";"08001:2022";"08001";"barranquilla";"2022";"2022-01-05";"1";"3";"4";"44.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1853";"08001:2022";"08001";"barranquilla";"2022";"2022-01-10";"1";"1";"3";"26.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1854";"08758:2022";"08758";"soledad";"2022";"2022-01-10";"1";"1";"3";"55.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1855";"08433:2022";"08433";"malambo";"2022";"2022-01-11";"1";"2";"1";"25.000";"hombre";NA;NA;"proyectil de arma de fuego";"policia";"intervencion_estado";" 6.83";"38.56";"45.39";" 4.5437332";" 4.4930757";" 34490";" 67710";" 134468";"49.64601";"50.35399";"0.9924755";"0.327";"30.0";"10.6";"44.2";"88.5"
"1856";"08001:2022";"08001";"barranquilla";"2022";"2022-01-09";"1";"7";"1";"17.000";"mujer";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1857";"08001:2022";"08001";"barranquilla";"2022";"2022-01-14";"1";"5";"4";"25.000";"hombre";"2";"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1858";"08001:2022";"08001";"barranquilla";"2022";"2022-01-16";"1";"7";"1";"25.000";"mujer";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"rina";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1859";"08758:2022";"08758";"soledad";"2022";"2022-01-16";"1";"7";"3";"27.000";"hombre";NA;"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1860";"08758:2022";"08758";"soledad";"2022";"2022-01-16";"1";"7";"4";"22.000";"hombre";"2";"2";"cortocontundente";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1861";"08758:2022";"08758";"soledad";"2022";"2022-01-16";"1";"7";"4";"43.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1862";"08001:2022";"08001";"barranquilla";"2022";"2022-01-16";"1";"7";"4";"34.000";"hombre";NA;NA;"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1863";"08758:2022";"08758";"soledad";"2022";"2022-01-13";"1";"4";"4";"19.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.01";"27.89";"32.90";"15.8098033";"15.5572240";" 34490";"327086";" 638065";"48.73782";"51.26218";"0.9948549";"0.501";"18.6";" 5.8";"31.4";"86.1"
"1864";"08001:2022";"08001";"barranquilla";"2022";"2022-01-17";"1";"1";"3";"50.000";"hombre";NA;"1";"proyectil de arma de fuego";"agresor desconocido";"ajuste de cuentas";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
"1865";"08001:2022";"08001";"barranquilla";"2022";"2022-01-17";"1";"1";"3";"19.000";"hombre";"2";"2";"proyectil de arma de fuego";"agresor desconocido";"sin informacion";" 5.13";"20.90";"26.04";"66.4396113";"66.5439567";"595533";"647523";"1243056";"47.90878";"52.09122";"0.9960036";"0.589";"17.4";" 5.2";"29.0";"84.6"
